ticket_id,created_at,resolved_at,category,severity,status,description,assignee
INC00837,2025-06-02T08:35:49,2025-06-04T19:08:47,Network,Low,Closed,VPN disconnects every 60 minutes for remote users in EMEA,alice.chen
INC00838,2025-06-02T12:46:27,2025-06-02T14:18:35,Security,Critical,Resolved,"USB device blocked by DLP policy, user requests exception",carla.singh
INC00839,2025-06-02T15:27:30,2025-06-02T17:56:22,Access,Critical,Closed,"SSO token expired prematurely, users locked out of ops",eva.morales
INC00840,2025-06-02T18:58:04,2025-06-03T14:53:32,Network,High,Closed,Cannot reach internal site hr from remote network,frank.olsson
INC00841,2025-06-03T00:56:49,2025-06-05T14:32:33,Hardware,Low,Resolved,Webcam not detected after latest OS update,carla.singh
INC00842,2025-06-03T05:25:52,2025-06-04T15:43:44,Printing,Medium,Closed,Driver mismatch preventing printing from NA-West laptops,frank.olsson
INC00843,2025-06-03T07:01:45,2025-06-03T09:04:41,Access,Critical,Closed,"Service account credentials expired, batch job failing",henry.nakamura
INC00844,2025-06-03T07:32:40,2025-06-03T11:05:03,Network,High,Closed,VLAN tagging issue preventing access to sales subnet,deepak.patel
INC00845,2025-06-03T08:09:45,2025-06-04T07:09:02,Access,High,Closed,"Service account credentials expired, batch job failing",henry.nakamura
INC00846,2025-06-03T10:21:26,2025-06-06T18:08:55,Printing,Low,Closed,Network printer offline after firmware update,henry.nakamura
INC00847,2025-06-03T17:35:43,2025-06-04T10:57:50,Hardware,Medium,Resolved,Mouse cursor stutters on EMEA office laptops,bob.rivera
INC00848,2025-06-03T17:41:44,2025-06-05T07:11:25,Access,Medium,Closed,MFA prompt loop preventing login to finance portal,bob.rivera
INC00849,2025-06-04T00:33:14,2025-06-04T03:25:01,Network,Critical,Closed,"Switch port flapping on rack R16, multiple users affected",henry.nakamura
INC00850,2025-06-04T16:29:22,2025-06-05T20:36:03,Network,Medium,Closed,VPN disconnects every 60 minutes for remote users in APAC,grace.kim
INC00851,2025-06-04T16:51:15,2025-06-05T14:34:24,Software,Medium,Closed,Database query timeout from sales reporting tool,frank.olsson
INC00852,2025-06-04T18:51:27,2025-06-05T01:03:54,Access,Critical,Closed,"Service account credentials expired, batch job failing",grace.kim
INC00853,2025-06-04T22:11:55,2025-06-06T05:36:38,Network,Medium,Closed,Slow network performance reported on ground floor,grace.kim
INC00854,2025-06-05T01:08:47,2025-06-05T04:28:07,Network,Critical,Closed,"Switch port flapping on rack R03, multiple users affected",eva.morales
INC00855,2025-06-05T09:20:38,2025-06-05T12:54:11,Security,High,Closed,"USB device blocked by DLP policy, user requests exception",henry.nakamura
INC00856,2025-06-05T15:44:37,2025-06-06T22:04:31,Hardware,Medium,Closed,Webcam not detected after latest OS update,carla.singh
INC00857,2025-06-05T21:22:40,2025-06-07T02:40:09,Software,Medium,Resolved,Excel macros disabled after security patch,frank.olsson
INC00858,2025-06-05T22:25:54,2025-06-06T02:11:38,Telephony,High,Closed,Conference room phone in Building D not registering,bob.rivera
INC00859,2025-06-06T05:23:47,2025-06-11T05:21:12,Network,Low,Closed,DNS resolution failing intermittently for EMEA users,deepak.patel
INC00860,2025-06-06T10:28:19,2025-06-07T07:30:51,Software,Medium,Resolved,Update rollout failing on Windows 11 EMEA machines,carla.singh
INC00861,2025-06-06T10:45:08,2025-06-06T18:12:02,Access,High,Closed,Role permissions revoked unexpectedly for APAC team,bob.rivera
INC00862,2025-06-06T11:25:24,2025-06-06T18:02:41,Software,High,Resolved,Update rollout failing on Windows 11 EMEA machines,eva.morales
INC00863,2025-06-06T13:46:53,2025-06-07T06:02:30,Software,Medium,Resolved,Excel macros disabled after security patch,bob.rivera
INC00864,2025-06-06T15:47:07,2025-06-09T17:20:25,Email,Medium,Closed,Calendar invites from external senders not appearing in inbox,eva.morales
INC00865,2025-06-06T19:23:23,2025-06-07T09:39:20,Network,Medium,Closed,"Switch port flapping on rack R40, multiple users affected",frank.olsson
INC00866,2025-06-07T10:25:01,2025-06-07T21:30:56,Network,Medium,Closed,DNS resolution failing intermittently for EMEA users,deepak.patel
INC00867,2025-06-07T12:13:09,2025-06-08T09:19:20,Access,Medium,Closed,Role permissions revoked unexpectedly for LATAM team,bob.rivera
INC00868,2025-06-07T12:26:30,2025-06-07T16:19:33,Network,Critical,Closed,Cannot reach internal site sales from remote network,grace.kim
INC00869,2025-06-08T14:12:20,2025-06-10T06:27:06,Access,Low,Closed,Employee unable to access shared drive after department transfer,bob.rivera
INC00870,2025-06-09T17:40:56,2025-06-10T14:34:48,Telephony,Medium,Closed,Conference room phone in Building A not registering,eva.morales
INC00871,2025-06-10T07:26:39,2025-06-12T02:44:15,Telephony,Low,Resolved,Conference room phone in Building C not registering,bob.rivera
INC00872,2025-06-10T09:14:17,2025-06-10T23:25:14,Hardware,Medium,Resolved,Keyboard unresponsive after sleep wake on Building B machines,deepak.patel
INC00873,2025-06-10T11:19:59,2025-06-13T20:22:33,Email,Low,Closed,Mailbox quota exceeded warning for NA-West users,grace.kim
INC00874,2025-06-10T13:52:47,2025-06-10T14:58:52,Security,Critical,Closed,"Phishing email reported by NA-East team, possible click-through",henry.nakamura
INC00875,2025-06-10T16:12:07,2025-06-13T05:28:46,Hardware,Low,Closed,Mouse cursor stutters on LATAM office laptops,eva.morales
INC00876,2025-06-11T03:02:56,2025-06-11T09:45:59,Security,High,Closed,"USB device blocked by DLP policy, user requests exception",henry.nakamura
INC00877,2025-06-11T07:40:13,2025-06-12T10:56:09,Access,Medium,Resolved,Password reset link not delivered to corporate email,deepak.patel
INC00878,2025-06-11T09:18:48,2025-06-11T16:04:40,Security,Critical,Closed,Anomalous login from foreign IP for finance account,grace.kim
INC00879,2025-06-11T12:15:19,2025-06-11T22:57:37,Email,High,Resolved,Cannot send email with large attachment to external domain,carla.singh
INC00880,2025-06-11T15:29:13,2025-06-13T08:36:12,Email,Medium,Resolved,Distribution list finance-team not receiving messages,bob.rivera
INC00881,2025-06-11T16:57:30,2025-06-12T15:29:54,Software,Medium,Closed,Excel macros disabled after security patch,alice.chen
INC00882,2025-06-11T18:33:43,2025-06-11T22:37:03,Access,High,Closed,Password reset link not delivered to corporate email,eva.morales
INC00883,2025-06-12T09:29:40,2025-06-12T14:31:11,Access,High,Closed,"SSO token expired prematurely, users locked out of ops",grace.kim
INC00884,2025-06-12T09:45:12,2025-06-14T04:26:18,Hardware,Medium,Closed,Webcam not detected after latest OS update,bob.rivera
INC00885,2025-06-12T10:33:02,2025-06-15T17:57:23,Hardware,Low,Closed,Keyboard unresponsive after sleep wake on Building D machines,alice.chen
INC00886,2025-06-12T10:58:00,2025-06-12T15:48:54,Network,High,Closed,VLAN tagging issue preventing access to sales subnet,henry.nakamura
INC00887,2025-06-12T11:56:25,2025-06-14T15:51:53,Software,Medium,Closed,License server unreachable from hr office,henry.nakamura
INC00888,2025-06-12T14:46:40,2025-06-13T07:21:38,Telephony,High,Closed,Voicemail-to-email transcription failing for engineering,deepak.patel
INC00889,2025-06-12T16:59:21,2025-06-13T21:44:27,Email,Medium,Closed,Outlook freezes when opening attachments larger than 2MB,henry.nakamura
INC00890,2025-06-13T10:02:41,2025-06-14T02:57:03,Access,High,Resolved,Password reset link not delivered to corporate email,henry.nakamura
INC00891,2025-06-13T17:14:04,2025-06-14T11:25:17,Access,High,Closed,"SSO token expired prematurely, users locked out of sales",carla.singh
INC00892,2025-06-13T23:58:28,2025-06-14T01:32:28,Network,Critical,Closed,VPN disconnects every 30 minutes for remote users in NA-West,carla.singh
INC00893,2025-06-14T07:19:17,2025-06-16T00:11:46,Access,Medium,Resolved,Employee unable to access shared drive after department transfer,carla.singh
INC00894,2025-06-14T12:24:52,2025-06-15T21:46:59,Telephony,Medium,Resolved,Softphone audio one-way for NA-West remote employees,frank.olsson
INC00895,2025-06-14T13:27:17,2025-06-21T15:39:01,Hardware,Low,Closed,Docking station not recognizing external monitor,eva.morales
INC00896,2025-06-15T10:50:22,2025-06-17T03:08:19,Access,Medium,Closed,Password reset link not delivered to corporate email,deepak.patel
INC00897,2025-06-16T10:04:10,2025-06-19T22:51:19,Access,Low,Closed,New employee cannot access required systems on first day,carla.singh
INC00898,2025-06-17T11:31:26,2025-06-17T15:35:36,Hardware,High,Closed,Mouse cursor stutters on NA-East office laptops,frank.olsson
INC00899,2025-06-17T15:55:12,2025-06-18T07:50:37,Network,Medium,Closed,Cannot reach internal site ops from remote network,carla.singh
INC00900,2025-06-17T16:06:46,2025-06-21T15:18:56,Hardware,Low,Resolved,Headset audio cuts out during calls on docked machines,carla.singh
INC00901,2025-06-17T17:51:24,2025-06-20T04:07:39,Printing,Low,Closed,Color printer on 5th floor reporting low toner repeatedly,bob.rivera
INC00902,2025-06-18T01:16:28,2025-06-22T15:07:07,Printing,Low,Closed,Color printer on 5th floor reporting low toner repeatedly,eva.morales
INC00903,2025-06-18T03:41:49,2025-06-18T10:28:25,Network,High,Closed,DNS resolution failing intermittently for NA-West users,henry.nakamura
INC00904,2025-06-18T08:37:30,2025-06-20T15:50:35,Software,Low,Resolved,Browser extensions blocked by new endpoint policy,alice.chen
INC00905,2025-06-18T09:29:11,2025-06-18T15:12:21,Network,High,Closed,VPN disconnects every 5 minutes for remote users in EMEA,deepak.patel
INC00906,2025-06-18T13:56:23,2025-06-20T01:59:42,Software,Medium,Closed,Application crashes after latest update on 4th floor,frank.olsson
INC00907,2025-06-18T15:49:12,2025-06-21T16:15:48,Network,Low,Resolved,VLAN tagging issue preventing access to ops subnet,grace.kim
INC00908,2025-06-18T16:25:25,2025-06-20T18:28:32,Hardware,Medium,Closed,Headset audio cuts out during calls on docked machines,carla.singh
INC00909,2025-06-18T19:33:45,2025-06-22T06:45:15,Email,Medium,Closed,Calendar invites from external senders not appearing in inbox,alice.chen
INC00910,2025-06-19T06:40:01,2025-06-19T12:58:04,Network,High,Closed,DNS resolution failing intermittently for APAC users,deepak.patel
INC00911,2025-06-19T08:20:37,2025-06-19T13:42:46,Access,Critical,Closed,"Service account credentials expired, batch job failing",deepak.patel
INC00912,2025-06-19T10:24:24,2025-06-20T06:14:49,Telephony,Medium,Closed,Conference room phone in Building A not registering,alice.chen
INC00913,2025-06-19T16:16:35,2025-06-20T03:45:19,Email,High,Resolved,Cannot send email with large attachment to external domain,alice.chen
INC00914,2025-06-19T17:10:09,2025-06-19T20:57:23,Access,Critical,Closed,"Service account credentials expired, batch job failing",deepak.patel
INC00915,2025-06-19T17:35:58,2025-06-22T21:35:56,Telephony,Low,Closed,Call quality degraded during peak hours on SIP trunk,bob.rivera
INC00916,2025-06-19T18:30:50,2025-06-20T00:04:17,Network,High,Closed,Slow network performance reported on 4th floor,eva.morales
INC00917,2025-06-20T02:01:20,2025-06-21T18:20:02,Email,Medium,Closed,Email delivery delayed by 60 hours to external recipients,henry.nakamura
INC00918,2025-06-20T09:46:13,2025-06-21T07:36:00,Email,Medium,Resolved,Shared mailbox permissions reset after migration,frank.olsson
INC00919,2025-06-20T12:10:08,2025-06-20T17:21:04,Network,High,Resolved,DNS resolution failing intermittently for EMEA users,deepak.patel
INC00920,2025-06-20T15:17:42,2025-06-21T04:09:41,Access,High,Closed,"SSO token expired prematurely, users locked out of engineering",henry.nakamura
INC00921,2025-06-20T18:24:26,2025-06-22T04:02:09,Software,Medium,Closed,Application crashes after latest update on ground floor,henry.nakamura
INC00922,2025-06-20T23:08:26,2025-06-21T18:15:20,Network,High,Closed,VPN disconnects every 60 minutes for remote users in NA-East,bob.rivera
INC00923,2025-06-21T08:06:52,2025-06-22T16:27:42,Hardware,Low,Closed,Webcam not detected after latest OS update,bob.rivera
INC00924,2025-06-21T09:02:33,2025-06-23T21:26:14,Network,Medium,Closed,Wi-Fi drops in Building B during peak hours,eva.morales
INC00925,2025-06-21T15:33:34,2025-06-27T15:26:39,Access,Low,Closed,MFA prompt loop preventing login to finance portal,deepak.patel
INC00926,2025-06-21T19:34:26,2025-06-23T19:44:29,Hardware,Low,Resolved,User laptop battery drains within 10 hours of unplugging,eva.morales
INC00927,2025-06-22T17:27:16,2025-06-23T18:34:45,Telephony,Medium,Closed,Call quality degraded during peak hours on SIP trunk,deepak.patel
INC00928,2025-06-23T09:54:24,2025-06-23T17:45:50,Network,Critical,Closed,"Switch port flapping on rack R09, multiple users affected",eva.morales
INC00929,2025-06-23T09:54:56,2025-06-28T08:40:14,Hardware,Low,Closed,Headset audio cuts out during calls on docked machines,frank.olsson
INC00930,2025-06-23T16:05:46,2025-06-23T17:40:47,Network,Critical,Closed,Cannot reach internal site engineering from remote network,bob.rivera
INC00931,2025-06-23T17:48:24,,Access,Low,In Progress,MFA prompt loop preventing login to sales portal,carla.singh
INC00932,2025-06-24T10:06:46,2025-06-27T05:32:27,Printing,Low,Resolved,"Printer in Building A stuck in queue, jobs not releasing",bob.rivera
INC00933,2025-06-24T12:31:20,2025-06-24T17:32:21,Security,High,Resolved,"USB device blocked by DLP policy, user requests exception",deepak.patel
INC00934,2025-06-24T16:06:14,2025-06-24T19:33:57,Access,High,Closed,Password reset link not delivered to corporate email,grace.kim
INC00935,2025-06-24T16:12:13,2025-06-25T04:32:02,Network,Medium,Closed,Slow network performance reported on ground floor,deepak.patel
INC00936,2025-06-24T21:00:33,2025-06-25T23:01:30,Access,Medium,Resolved,MFA prompt loop preventing login to engineering portal,henry.nakamura
INC00937,2025-06-24T21:13:02,2025-06-24T23:29:04,Access,Critical,Resolved,Role permissions revoked unexpectedly for APAC team,eva.morales
INC00938,2025-06-24T22:14:05,,Software,Low,In Progress,Browser extensions blocked by new endpoint policy,carla.singh
INC00939,2025-06-25T00:12:15,2025-06-27T05:54:04,Printing,Low,Resolved,"Printer in Building C stuck in queue, jobs not releasing",eva.morales
INC00940,2025-06-25T02:39:08,2025-06-28T23:15:12,Email,Low,Closed,Distribution list sales-team not receiving messages,alice.chen
INC00941,2025-06-25T04:58:19,2025-06-25T10:04:10,Email,Critical,Resolved,Email delivery delayed by 10 hours to external recipients,deepak.patel
INC00942,2025-06-25T07:17:18,2025-06-26T03:36:11,Access,Medium,Closed,"SSO token expired prematurely, users locked out of sales",grace.kim
INC00943,2025-06-25T07:56:25,,Access,Low,In Progress,Role permissions revoked unexpectedly for APAC team,deepak.patel
INC00944,2025-06-25T11:37:43,2025-06-25T23:50:43,Access,Medium,Closed,Role permissions revoked unexpectedly for EMEA team,eva.morales
INC00945,2025-06-25T13:41:18,2025-06-26T03:52:35,Access,Medium,Closed,MFA prompt loop preventing login to ops portal,carla.singh
INC00946,2025-06-25T14:21:30,2025-06-27T08:37:42,Access,Low,Closed,Employee unable to access shared drive after department transfer,alice.chen
INC00947,2025-06-25T14:33:39,2025-06-25T22:20:45,Access,High,Closed,Employee unable to access shared drive after department transfer,carla.singh
INC00948,2025-06-25T14:55:19,2025-06-25T21:15:03,Security,Medium,Closed,Endpoint protection alert on workstation R28,frank.olsson
INC00949,2025-06-25T15:22:43,2025-06-25T20:36:40,Network,Critical,Closed,DNS resolution failing intermittently for LATAM users,eva.morales
INC00950,2025-06-25T16:24:52,2025-06-26T03:28:58,Telephony,Medium,Resolved,Softphone audio one-way for NA-West remote employees,bob.rivera
INC00951,2025-06-25T17:37:58,2025-06-26T02:01:51,Access,High,Closed,"SSO token expired prematurely, users locked out of finance",bob.rivera
INC00952,2025-06-25T20:49:32,2025-06-26T13:51:46,Access,Medium,Closed,MFA prompt loop preventing login to sales portal,deepak.patel
INC00953,2025-06-25T21:23:13,2025-06-28T08:58:08,Network,Low,Resolved,Cannot reach internal site sales from remote network,alice.chen
INC00954,2025-06-25T21:40:08,,Access,Low,In Progress,New employee cannot access required systems on first day,bob.rivera
INC00955,2025-06-26T00:51:10,2025-06-26T05:26:02,Access,High,Closed,"Service account credentials expired, batch job failing",bob.rivera
INC00956,2025-06-26T01:46:44,2025-06-29T16:30:07,Access,Low,Closed,MFA prompt loop preventing login to finance portal,carla.singh
INC00957,2025-06-26T06:49:55,2025-06-27T01:36:05,Email,Medium,Closed,Outlook freezes when opening attachments larger than 10MB,frank.olsson
INC00958,2025-06-26T07:58:28,,Email,Low,In Progress,Distribution list ops-team not receiving messages,frank.olsson
INC00959,2025-06-26T10:35:41,2025-06-26T17:38:41,Email,High,Closed,Shared mailbox permissions reset after migration,henry.nakamura
INC00960,2025-06-26T10:56:30,2025-06-28T11:48:15,Software,Low,Closed,Browser extensions blocked by new endpoint policy,alice.chen
INC00961,2025-06-26T14:06:04,2025-06-26T15:51:52,Access,Critical,Closed,"Service account credentials expired, batch job failing",bob.rivera
INC00962,2025-06-26T15:42:30,2025-06-28T21:12:31,Access,Medium,Closed,"SSO token expired prematurely, users locked out of hr",carla.singh
INC00963,2025-06-26T19:05:23,2025-06-26T23:11:18,Access,Critical,Resolved,"Service account credentials expired, batch job failing",grace.kim
INC00964,2025-06-26T19:59:32,2025-06-26T22:37:44,Access,Critical,Closed,Password reset link not delivered to corporate email,frank.olsson
INC00965,2025-06-26T22:03:12,2025-06-30T10:36:36,Access,Low,Closed,Employee unable to access shared drive after department transfer,alice.chen
INC00966,2025-06-26T22:19:36,2025-06-27T08:59:18,Software,Medium,Closed,Browser extensions blocked by new endpoint policy,frank.olsson
INC00967,2025-06-27T02:13:38,2025-06-27T16:38:25,Access,Medium,Closed,New employee cannot access required systems on first day,bob.rivera
INC00968,2025-06-27T04:13:36,,Access,Low,In Progress,Employee unable to access shared drive after department transfer,deepak.patel
INC00969,2025-06-27T05:53:14,2025-06-29T01:03:02,Access,Low,Closed,"SSO token expired prematurely, users locked out of ops",bob.rivera
INC00970,2025-06-27T12:18:56,,Telephony,Medium,In Progress,Phone extension 15 ringing wrong desk after move,alice.chen
INC00971,2025-06-27T15:31:21,2025-06-27T18:36:49,Access,High,Resolved,"Service account credentials expired, batch job failing",deepak.patel
INC00972,2025-06-27T15:57:32,,Email,Medium,In Progress,Distribution list sales-team not receiving messages,grace.kim
INC00973,2025-06-27T15:59:27,2025-06-28T03:12:03,Access,High,Closed,Employee unable to access shared drive after department transfer,eva.morales
INC00974,2025-06-27T16:53:35,2025-06-28T01:07:40,Access,Medium,Resolved,Password reset link not delivered to corporate email,carla.singh
INC00975,2025-06-27T17:09:28,,Access,Medium,In Progress,MFA prompt loop preventing login to finance portal,eva.morales
INC00976,2025-06-28T00:31:43,2025-06-28T03:42:01,Access,Medium,Resolved,"SSO token expired prematurely, users locked out of finance",bob.rivera
INC00977,2025-06-28T01:16:38,2025-06-28T05:26:09,Access,High,Closed,"Service account credentials expired, batch job failing",deepak.patel
INC00978,2025-06-28T01:57:49,,Access,Low,In Progress,Employee unable to access shared drive after department transfer,bob.rivera
INC00979,2025-06-28T04:01:42,2025-06-28T11:30:32,Access,High,Closed,Password reset link not delivered to corporate email,henry.nakamura
INC00980,2025-06-28T04:08:27,,Telephony,Low,In Progress,Phone extension 5 ringing wrong desk after move,alice.chen
INC00981,2025-06-28T04:25:53,2025-06-29T22:22:12,Network,Medium,Closed,DNS resolution failing intermittently for EMEA users,carla.singh
INC00982,2025-06-28T04:29:08,2025-06-30T07:50:45,Access,Medium,Resolved,Role permissions revoked unexpectedly for NA-West team,henry.nakamura
INC00983,2025-06-28T04:54:00,2025-06-29T03:56:50,Access,Medium,Closed,Employee unable to access shared drive after department transfer,eva.morales
INC00984,2025-06-28T07:06:04,2025-06-28T13:52:50,Software,High,Resolved,License server unreachable from ops office,alice.chen
INC00985,2025-06-28T08:01:53,2025-06-29T06:05:52,Access,Medium,Closed,Role permissions revoked unexpectedly for APAC team,deepak.patel
INC00986,2025-06-28T08:13:44,,Access,Low,In Progress,"SSO token expired prematurely, users locked out of engineering",grace.kim
INC00987,2025-06-28T15:51:17,2025-06-28T17:02:14,Access,Critical,Closed,"Service account credentials expired, batch job failing",frank.olsson
INC00988,2025-06-28T17:28:54,2025-06-29T03:29:15,Access,High,Closed,"Service account credentials expired, batch job failing",frank.olsson
INC00989,2025-06-28T17:39:44,2025-06-30T13:14:42,Printing,Medium,Closed,Network printer offline after firmware update,alice.chen
INC00990,2025-06-29T00:20:05,,Software,Low,In Progress,Update rollout failing on Windows 11 EMEA machines,deepak.patel
INC00991,2025-06-29T08:27:25,2025-06-29T11:59:54,Email,Critical,Closed,Shared mailbox permissions reset after migration,bob.rivera
INC00992,2025-06-29T09:10:41,2025-06-29T22:38:01,Email,Medium,Closed,Shared mailbox permissions reset after migration,eva.morales
INC00993,2025-06-29T13:45:16,,Access,Medium,In Progress,Password reset link not delivered to corporate email,carla.singh
INC00994,2025-06-29T16:13:10,,Email,Medium,In Progress,Outlook freezes when opening attachments larger than 60MB,bob.rivera
INC00995,2025-06-29T17:33:54,2025-06-30T09:22:58,Email,High,Resolved,Email delivery delayed by 60 hours to external recipients,carla.singh
INC00996,2025-06-30T02:22:19,2025-06-30T04:55:57,Network,Critical,Closed,Cannot reach internal site sales from remote network,frank.olsson
INC00997,2025-06-30T16:21:53,,Network,Medium,Open,DNS resolution failing intermittently for NA-West users,alice.chen
INC00998,2025-06-30T16:52:15,,Software,Low,Open,Browser extensions blocked by new endpoint policy,eva.morales
INC00999,2025-06-30T16:55:40,,Printing,Low,Open,Color printer on ground floor reporting low toner repeatedly,henry.nakamura
INC01000,2025-06-30T17:03:02,,Hardware,Low,Open,Docking station not recognizing external monitor,deepak.patel
